game_name,sys_req,release_date,name,Ncomments,Ndiscomfort,Pdiscomfort,OS,Processor,Memory,Graphics,DirectX,Storage,Network,no fields,memory_num,OS_num,storage_num,graphics_simp,graphics_num,processor_simp,processor_num
Dawn of Discovery™: Venice,"OS: Windows XP (with SP3) / Vista (with SP1) / 7 (only)Processor: 3 GHz Intel Pentium 4 or AMD Athlon 64 X2 3800+ (Intel Core 2 Duo Family, AMD Athlon 64 X2 5200+, AMD Phenom or better recommended)Memory: 1GB (Windows XP) / 2GB (Windows Vista, Windows7) (4GB recommended)Graphics: 128 MB DirectX 9.0c-compliant, Shader 2.0-enabled video card (512 MB recommended) (see supported list*)DirectX®:Hard Drive: 8 GB free spaceSound: DirectX 9.0c compatibleSupported Peripherals: Windows-compliant keyboard and mouseMultiplayer: Broadband Internet connection with 64Kbps upstream or faster",30-Nov-99,dawnofdiscoveryvenice,11,0,0, Windows XP (with SP3) / Vista (with SP1) / 7 (only)," 3 GHz Intel Pentium 4 or AMD Athlon 64 X2 3800+ (Intel Core 2 Duo Family, AMD Athlon 64 X2 5200+, AMD Phenom or better recommended)"," 1GB (Windows XP) / 2GB (Windows Vista, Windows7) (4GB recommended)"," 128 MB DirectX 9.0c-compliant, Shader 2.0-enabled video card (512 MB recommended) (see supported list*)DirectX®:Hard Drive: 8 GB free spaceSound: DirectX 9.0c compatibleSupported Peripherals: Windows-compliant keyboard and mouseMultiplayer: Broadband Internet connection with 64Kbps upstream or faster",,,,,1,2,8,,2,DUO,36.6
The Riftbreaker,Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i7 gen 2 or AMD RyzenMemory: 12 GB RAMGraphics: Nvidia RTX 2080 6GB or AMD Radeon 6800DirectX: Version 11Storage: 8 GB available spaceSound Card: DirectX compatible sound cardAdditional Notes: Windows 7 is not supported,14-Oct-21,theriftbreaker,30,0,0, Windows 10, Intel i7 gen 2 or AMD Ryzen, 12 GB RAM, Nvidia RTX 2080 6GB or AMD Radeon 6800, Version 11, 8 GB available spaceSound Card: DirectX compatible sound cardAdditional Notes: Windows 7 is not supported,,,12,5,8,RTX 2080 ,124,,27.7
112 Operator,"Requires a 64-bit processor and operating systemOS: Windows 10Processor: 2.6 Ghz, multi-coreMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1050DirectX: Version 10Network: Broadband Internet connectionStorage: 8 GB available space",23-Apr-20,112operator,17,0,0, Windows 10," 2.6 Ghz, multi-core", 8 GB RAM, NVIDIA GeForce GTX 1050, Version 10, 8 GB available space, Broadband Internet connection,,8,5,8,GTX 1050,25.7,,27.7
ENDLESS™ Space 2,Requires a 64-bit processor and operating systemOS: Windows (64bits only) 7 / 8 / 8.1 / 10Processor: i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer)Memory: 8 GB RAMGraphics: AMD Radeon 8000 series or newer / NVidia GTX 660 or newerDirectX: Version 11Storage: 8 GB available spaceSound Card: DX11 compatibleAdditional Notes: Recommended Resolution: 1920 x 1080,18-May-17,endlessspace2,49,0,0, Windows (64bits only) 7 / 8 / 8.1 / 10, i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer), 8 GB RAM, AMD Radeon 8000 series or newer / NVidia GTX 660 or newer, Version 11, 8 GB available spaceSound Card: DX11 compatibleAdditional Notes: Recommended Resolution: 1920 x 1080,,,8,6,8,GTX 660 ,19.9,,27.7
HELLGATE: London,"OS: Windows 7, 9, 10Processor: 2.4 GhzMemory: 4 GB RAMGraphics: NVIDIA GeForce 9800+, ATI Radeon HD 5000+DirectX: Version 9.0Network: Broadband Internet connectionStorage: 8 GB available space",15-Nov-18,hellgatelondon,192,0,0," Windows 7, 9, 10", 2.4 Ghz, 4 GB RAM," NVIDIA GeForce 9800+, ATI Radeon HD 5000+", Version 9.0, 8 GB available space, Broadband Internet connection,,4,5,8,GEFORCE 9800,6.48,,27.7
Supreme Commander,"OS: Windows® XP Service Pack 2, Windows® Vista Processor: 1.8 GHz processor  Memory: 512 MB RAM Hard Disk Space: 8GB available hard drive space	 Video Card: 128 MB video RAM or greater, with DirectX 9 Vertex Shader / Pixel Shader 2.0 support (ATI 9600+, Nvidia 6200+)",20-Feb-07,supremecommander,119,0,0," Windows® XP Service Pack 2, Windows® Vista ", 1.8 GHz processor  ," 512 MB RAM Hard Disk Space: 8GB available hard drive space	 Video Card: 128 MB video RAM or greater, with DirectX 9 Vertex Shader / Pixel Shader 2.0 support (ATI 9600+, Nvidia 6200+)",,,,,,0.5,1,8,,2,,27.7
Verdun,Memory: 8 GB RAMGraphics: 4GB video card memory,28-Apr-15,verdun,56,0,0,,, 8 GB RAM, 4GB video card memory,,,,,8,1,8,,2,,27.7
Fights in Tight Spaces,Requires a 64-bit processor and operating systemMemory: 8 GB RAM,2-Dec-21,fightsintightspaces,12,0,0,,, 8 GB RAM,,,,,,8,1,8,,2,,27.7
Clustertruck,Memory: 8 GB RAM,27-Sep-16,clustertruck,36,0,0,,, 8 GB RAM,,,,,,8,1,8,,2,,27.7
"Warhammer 40,000: Gladius - Relics of War",Requires a 64-bit processor and operating systemOS: Windows 10 (64-bit)Processor: Intel Core i5 or equivalentMemory: 8 GB RAMGraphics: Vulkan support with 3 GB VRAM (Nvidia GeForce 900 series / AMD Radeon RX 400 series)Storage: 8 GB available space,12-Jul-18,warhammer40000gladiusrelicsofwar,40,0,0, Windows 10 (64-bit), Intel Core i5 or equivalent, 8 GB RAM, Vulkan support with 3 GB VRAM (Nvidia GeForce 900 series / AMD Radeon RX 400 series),, 8 GB available space,,,8,6,8,GEFORCE 900 ,0.96,,27.7
King's Bounty: Dark Side,"OS: Windows XP (SP3 required), Vista, 7, 8Processor: 2.6 GHz and betterMemory: 1 GB RAMGraphics: nVidia GeForce 6600 with 128 Mb VRAM or similar AMD cardDirectX: Version 9.0cStorage: 8 GB available spaceSound Card: DirectX 9.0c compliant",19-Aug-14,kingsbountydarkside,27,0,0," Windows XP (SP3 required), Vista, 7, 8", 2.6 GHz and better, 1 GB RAM, nVidia GeForce 6600 with 128 Mb VRAM or similar AMD card, Version 9.0c, 8 GB available spaceSound Card: DirectX 9.0c compliant,,,1,3,8,GEFORCE 6600 ,0.4,,27.7
Red Faction®: Armageddon™,"OS: Microsoft® Windows® 7 Processor: Any Quad Core Processor(Intel® Core i5 or AMD Phenom™ II X4) or 3.0+ Dual Core CPU Memory: 4GB System RAM or more Graphics: 1GB Video RAM, GPU w/ Shader Model 4.0 support, NVIDIA® GeForce® GTX 400 series or better, ATI Radeon™ HD5000 series or better DirectX®: 11 Hard Drive: 7.5 GB Sound: 100% DirectX® 9.0C compliant sound card or equivalent onboard sound",6-Jun-11,redfactionarmageddon,110,1,0.009090909, Microsoft® Windows® 7 , Any Quad Core Processor(Intel® Core i5 or AMD Phenom™ II X4) or 3.0+ Dual Core CPU , 4GB System RAM or more ," 1GB Video RAM, GPU w/ Shader Model 4.0 support, NVIDIA® GeForce® GTX 400 series or better, ATI Radeon™ HD5000 series or better DirectX®: 11 Hard Drive: 7.5 GB Sound: 100% DirectX® 9.0C compliant sound card or equivalent onboard sound",,,,,4,2,7.5,GTX 400 ,6.41,QUAD,45.5
Dead Space (2008),"Supported OS: Microsoft Windows® XP SP2 or VistaProcessor: 2.8 GHz or fasterMemory: 1 GB RAM or more for Windows XP (2 GB for Vista)Graphics: DirectX® 9.0c compatible video card, Shader Model 3.0 required, 256 MB or better, NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements)Hard Drive: 7.5 GB free spaceSound: DirectX® 9.0c compatible sound card",20-Oct-08,deadspace2008,412,2,0.004854369, Microsoft Windows® XP SP2 or Vista, 2.8 GHz or faster, 1 GB RAM or more for Windows XP (2 GB for Vista)," DirectX® 9.0c compatible video card, Shader Model 3.0 required, 256 MB or better, NVIDIA GeForce 6800 or better (7300, 7600 GS, and 8500 are below minimum system requirements), ATI X1600 Pro or better (X1300, X1300 Pro and HD2400 are below minimum system requirements)Hard Drive: 7.5 GB free spaceSound: DirectX® 9.0c compatible sound card",,,,,1,1,7.5,GEFORCE 6800 ,1.04,,27.7
How to Survive,OS: Windows XPProcessor: Intel Core 2 Duo or betterMemory: 4 GB RAMGraphics: Ati 5700 series/NVIDIA GeForce GT240 or equivalentNetwork: Broadband Internet connectionStorage: 7 GB available space,23-Oct-13,howtosurvive,63,4,0.063492063, Windows XP, Intel Core 2 Duo or better, 4 GB RAM, Ati 5700 series/NVIDIA GeForce GT240 or equivalent,, 7 GB available space, Broadband Internet connection,,4,1,7,,2.31,DUO,36.6
Potionomics,OS: Windows 10Processor: Quad Core ProcessorMemory: 16 GB RAMGraphics: GeForce GTX 1060 6GB or Radeon RX 470Storage: 7 GB available space,17-Oct-22,potionomics,16,1,0.0625, Windows 10, Quad Core Processor, 16 GB RAM, GeForce GTX 1060 6GB or Radeon RX 470,, 7 GB available space,,,16,5,7,GTX 1060 ,56.1,QUAD,45.5
Rise of the Triad,OS:Windows 7 64-bit Processor:2.4 GHz Quad Core Processor or Better  Memory:4 GB RAM Graphics:AMD Radeon HD 6950 / NVIDIA GTX 560 DirectX®:9.0 Hard Drive:7 GB HD space Sound:DirectX Compatible Additional:Overclock Your Rig to Ludicrous Speed,31-Jul-13,riseofthetriad,87,3,0.034482759,Windows 7 64-bit ,2.4 GHz Quad Core Processor or Better  ,4 GB RAM ,AMD Radeon HD 6950 / NVIDIA GTX 560 DirectX®:9.0 Hard Drive:7 GB HD space Sound:DirectX Compatible Additional:Overclock Your Rig to Ludicrous Speed,,,,,4,3,7,GTX 560 ,13.8,QUAD,45.5
Football Manager 2019,"OS: Windows 7 (SP1), 8/8.1, 10 (1803/April 2018 Update) – 64-bit or 32-bitProcessor: Intel Pentium 4, Intel Core or AMD Athlon – 2.2 GHz +Memory: 2 GB RAMGraphics: Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAMDirectX: Version 9.0cStorage: 7 GB available space",2-Nov-18,footballmanager2019,36,1,0.027777778," Windows 7 (SP1), 8/8.1, 10 (1803/April 2018 Update) – 64-bit or 32-bit"," Intel Pentium 4, Intel Core or AMD Athlon – 2.2 GHz +", 2 GB RAM," Intel GMA X4500, NVIDIA GeForce 9600M GT or AMD/ATI Mobility Radeon HD 3650 – 256MB VRAM", Version 9.0c, 7 GB available space,,,2,6,7,GEFORCE 9600,4.13,,27.7
Chivalry: Medieval Warfare,"OS: Windows XPProcessor: Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz (a dual-core CPU is required)Memory: 2 GB RAMGraphics: ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher. 512MB VRAM.DirectX®: 9.0cHard Drive: 7 GB HD spaceOther Requirements: Broadband Internet connectionSupported controls:: Keyboard + Mouse, or Xbox 360 controller, Xbox One controller, or compatible XInput controller",16-Oct-12,chivalrymedievalwarfare,325,8,0.024615385, Windows XP, Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz (a dual-core CPU is required), 2 GB RAM," ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher. 512MB VRAM.DirectX®: 9.0cHard Drive: 7 GB HD spaceOther Requirements: Broadband Internet connectionSupported controls:: Keyboard + Mouse, or Xbox 360 controller, Xbox One controller, or compatible XInput controller",,,,,2,1,7,GEFORCE 8800 ,5.65,DUO,36.6
The Long Dark,"Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel i7 CPU @ 2.6GHz or higherMemory: 8 GB RAMGraphics: nVidia GTX 555 w/ 1GB VRAM or betterStorage: 7 GB available spaceSound Card: Ideally, something with Surround capabilities.",1-Aug-17,thelongdark,153,2,0.013071895, Windows 10, Intel i7 CPU @ 2.6GHz or higher, 8 GB RAM, nVidia GTX 555 w/ 1GB VRAM or better,," 7 GB available spaceSound Card: Ideally, something with Surround capabilities.",,,8,5,7,GTX 555 ,11.5,,27.7
Tom Clancy's Rainbow Six® Vegas 2,"Supported OS: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OSProcessor: 3 GHz Pentium 4 or AMD Athlon 3000 (3.5 GHz Pentium 4 or AMD Athlon 3500 recommended)Memory: 1 GB of RAMGraphics: 128 MB DirectX 9.0c-compliant, Shader 3.0-enabled video card (256 MB recommended) (see supported list*)Sound: DirectX 9.0c-compliant sound card (NVIDIA nForce or other motherboards/soundcards containing the Dolby Digital Interactive Content Encoder required for Dolby Digital audio.)DirectX: DirectX 9.0cHard Drive: 7 GB freePeripherals supported: Windows-compliant keyboard and mouse, Xbox 360 Controller for WindowsMultiplayer: Broadband Internet connection with 128 kbps Kbps upstream or faster.*Supported video cards:  ATI RADEON X1600-1950 / HD 2000 / 3000 series, NVIDIA GeForce 6600-6800 / 7 / 8 series ; Laptop versions of these cards are not fully supported. These chipsets are the only ones that will run this game.",16-Apr-08,tomclancysrainbowsixvegas2,108,1,0.009259259," Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS", 3 GHz Pentium 4 or AMD Athlon 3000 (3.5 GHz Pentium 4 or AMD Athlon 3500 recommended), 1 GB of RAM," 128 MB DirectX 9.0c-compliant, Shader 3.0-enabled video card (256 MB recommended) (see supported list*)Sound: DirectX 9.0c-compliant sound card (NVIDIA nForce or other motherboards/soundcards containing the Dolby Digital Interactive Content Encoder required for Dolby Digital audio.)"," DirectX 9.0cHard Drive: 7 GB freePeripherals supported: Windows-compliant keyboard and mouse, Xbox 360 Controller for WindowsMultiplayer: Broadband Internet connection with 128 kbps Kbps upstream or faster.*Supported video cards:  ATI RADEON X1600-1950 / HD 2000 / 3000 series, NVIDIA GeForce 6600-6800 / 7 / 8 series ; Laptop versions of these cards are not fully supported. These chipsets are the only ones that will run this game.",,,,1,6,7,,1.04,,27.7
Fallout 3,"Operating system: Windows XP/Vista                     Processor: Intel Core 2 Duo processor                      Memory: 2 GB System RAM                      Hard disk space: 7 GB                     Video: Direct X 9.0c compliant video card with 512MB RAM (NVIDIA 8800 series, ATI 3800 series)                      Sound: DirectX®: 9.0c                     Controller support:  Xbox 360 controller",28-Oct-08,fallout3,848,5,0.005896226,, Intel Core 2 Duo processor                      ," 2 GB System RAM                      Hard disk space: 7 GB                     Video: Direct X 9.0c compliant video card with 512MB RAM (NVIDIA 8800 series, ATI 3800 series)                      Sound: DirectX®: 9.0c                     Controller support:  Xbox 360 controller",,,,,,2,1,7,,5.65,DUO,36.6
Sakuna: Of Rice and Ruin,Requires a 64-bit processor and operating systemOS: Windows 8.1/10Processor: Intel Core i5-7500Memory: 6 GB RAMGraphics: NVIDIA GTX 1060DirectX: Version 11Storage: 7 GB available space,10-Nov-20,sakunaofriceandruin,20,0,0, Windows 8.1/10, Intel Core i5-7500, 6 GB RAM, NVIDIA GTX 1060, Version 11, 7 GB available space,,,6,5,7,GTX 1060,56.1,I5-7500,66.8
The Great Ace Attorney Chronicles,"Requires a 64-bit processor and operating systemOS: WINDOWS® 8.1, 10 (64-BIT Required)Processor: Intel® Core™ i5-6500Memory: 4 GB RAMGraphics: NVIDIA® GeForce® GTX 960DirectX: Version 11Storage: 7 GB available spaceAdditional Notes: Xbox 360 (Windows®8.1) and Xbox One (Windows®10) controllers supported.",26-Jul-21,thegreataceattorneychronicles,55,0,0," WINDOWS® 8.1, 10 (64-BIT Required)", Intel® Core™ i5-6500, 4 GB RAM, NVIDIA® GeForce® GTX 960, Version 11, 7 GB available spaceAdditional Notes: Xbox 360 (Windows®8.1) and Xbox One (Windows®10) controllers supported.,,,4,6,7,GTX 960,32.9,I5-6500,63.6
Railway Empire,"Requires a 64-bit processor and operating systemOS: Windows 7 SP1 or Windows 8.1 or Windows 10(64bit versions)Processor: Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6Memory: 8 GB RAMGraphics: nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)DirectX: Version 11Storage: 7 GB available spaceSound Card: DirectX Compatible Sound Card with latest drivers",26-Jan-18,railwayempire,20,0,0, Windows 7 SP1 or Windows 8.1 or Windows 10(64bit versions), Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6, 8 GB RAM," nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)", Version 11, 7 GB available spaceSound Card: DirectX Compatible Sound Card with latest drivers,,,8,6,7,GTX 680 ,31.6,I5-2400S,60.4
Saints Row: Gat out of Hell,OS: Windows 7 (x86 or x64)Processor: Intel i3 2100T | AMD Phenom II x4 or higherMemory: 4 GB RAMGraphics: NVIDIA GTX 560 | AMD Radeon HD 6800 series or higherDirectX: Version 11Storage: 7 GB available space,20-Jan-15,saintsrowgatoutofhell,39,0,0, Windows 7 (x86 or x64), Intel i3 2100T | AMD Phenom II x4 or higher, 4 GB RAM, NVIDIA GTX 560 | AMD Radeon HD 6800 series or higher, Version 11, 7 GB available space,,,4,3,7,GTX 560 ,13.8,I3-2100T,52.6
CONSORTIUM,OS: Windows 7/8 x64Processor: Intel i3 2100T | AMD Phenom II x4 or higherMemory: 4 GB RAMGraphics: NVIDIA GTX 460 | AMD Radeon HD 5830 series or higherDirectX: Version 9.0cStorage: 7 GB available space,8-Jan-14,consortium,29,0,0, Windows 7/8 x64, Intel i3 2100T | AMD Phenom II x4 or higher, 4 GB RAM, NVIDIA GTX 460 | AMD Radeon HD 5830 series or higher, Version 9.0c, 7 GB available space,,,4,3,7,GTX 460 ,12.1,I3-2100T,52.6
American Truck Simulator,OS: Windows 7/8.1/10 64-bitProcessor: Quad core CPU 3.0 GHzMemory: 6 GB RAMGraphics: GeForce GTX 760-class (2 GB)Storage: 7 GB available space,2-Feb-16,americantrucksimulator,81,0,0, Windows 7/8.1/10 64-bit, Quad core CPU 3.0 GHz, 6 GB RAM, GeForce GTX 760-class (2 GB),, 7 GB available space,,,6,6,7,GTX 760,26,QUAD,45.5
APB Reloaded,OS:Windows 10 64-bit or later Processor:2.4GHz Intel Core 2 Quad or equivalent AMD x4 Memory:4 GB RAM Graphics:GeForce 8800GT 512MB or AMD equivalent DirectX®:dx90c Hard Drive:7 GB HD space Sound:Dedicated sound card with hardware acceleration. Other Requirements:Broadband Internet connection,6-Dec-11,apbreloaded,148,0,0,Windows 10 64-bit or later ,2.4GHz Intel Core 2 Quad or equivalent AMD x4 ,4 GB RAM ,GeForce 8800GT 512MB or AMD equivalent DirectX®:dx90c Hard Drive:7 GB HD space Sound:Dedicated sound card with hardware acceleration. Other Requirements:Broadband Internet connection,,,,,4,6,7,GEFORCE 8800,5.65,QUAD,45.5
Dirty Bomb®,OS: Windows 7 (64-bit) or betterProcessor: 2.0 GHz Quad Core or betterMemory: 4 GB RAMGraphics: 2GB - GeForce 710 or betterDirectX: Version 9.0Network: Broadband Internet connectionStorage: 7 GB available spaceSound Card: Generic Sound Card,15-Jun,dirtybomb,90,0,0, Windows 7 (64-bit) or better, 2.0 GHz Quad Core or better, 4 GB RAM, 2GB - GeForce 710 or better, Version 9.0, 7 GB available spaceSound Card: Generic Sound Card, Broadband Internet connection,,4,3,7,GEFORCE 710 ,3.48,QUAD,45.5
Bugsnax,Requires a 64-bit processor and operating systemOS: Windows 10Processor: Intel Core i5 2.8 Ghz or betterMemory: 8 GB RAMGraphics: 4GB DirectX 11 Video Card (GTX 970 or higher)DirectX: Version 11Storage: 7.5 GB available space,28-Apr-22,bugsnax,35,0,0, Windows 10, Intel Core i5 2.8 Ghz or better, 8 GB RAM, 4GB DirectX 11 Video Card (GTX 970 or higher), Version 11, 7.5 GB available space,,,8,5,7,GTX 970 ,49.1,I5-2,42
Mother Russia Bleeds,OS: Windows XP/Vista/7/8/8.1/10 x86 or x64Processor: Intel Core 2 Duo E7300 (2 * 2660) or AMD Athlon 64 X2 6000+ (2 * 3000) or equivalentMemory: 3 GB RAMGraphics: GeForce GT 610 (1024 MB) or Radeon HD 4650 (1024 MB)Storage: 7 GB available spaceAdditional Notes: Xbox 360 Controller Recommended,5-Sep-16,motherrussiableeds,46,0,0, Windows XP/Vista/7/8/8.1/10 x86 or x64, Intel Core 2 Duo E7300 (2 * 2660) or AMD Athlon 64 X2 6000+ (2 * 3000) or equivalent, 3 GB RAM, GeForce GT 610 (1024 MB) or Radeon HD 4650 (1024 MB),, 7 GB available spaceAdditional Notes: Xbox 360 Controller Recommended,,,3,5,7,GT 610 ,1.84,DUO,36.6
Breathedge,"Requires a 64-bit processor and operating systemOS: 7, 8, 10 (x64)Processor: Intel core i5 (4th generation)Memory: 8 GB RAMGraphics: GeForce GTX 1060DirectX: Version 11Storage: 7 GB available space",25-Feb-21,breathedge,27,0,0," 7, 8, 10 (x64)", Intel core i5 (4th generation), 8 GB RAM, GeForce GTX 1060, Version 11, 7 GB available space,,,8,5,7,GTX 1060,56.1,,27.7
Way of the Samurai 4,OS: Windows 7 or laterProcessor: 3GHz Intel i3 or equivalentMemory: 4 GB RAMGraphics: DirectX 9.0c compatible graphics card with 128Mb RAM and support for v3 shadersDirectX: Version 9.0cStorage: 7 GB available spaceSound Card: DirectX 9.0c compatible sound card,23-Jul-15,wayofthesamurai4,11,0,0, Windows 7 or later, 3GHz Intel i3 or equivalent, 4 GB RAM, DirectX 9.0c compatible graphics card with 128Mb RAM and support for v3 shaders, Version 9.0c, 7 GB available spaceSound Card: DirectX 9.0c compatible sound card,,,4,2,7,,2,,27.7
"Warhammer 40,000: Dawn of War II","OS: Windows XP SP2 or Windows Vista SP1                     Processor: AMD Athlon 64x2 4400+ or any Intel Core 2 Duo                     Memory: 2 GB RAM (XP and Vista)                     Graphics: A 256MB Video Card (Shader Model 3) - Nvidia GeForce 7800 GT / ATI X1900, or equivalent                     Hard Drive: 6.5 GB of uncompressed Hard Drive space",18-Feb-09,warhammer40000dawnofwarii,327,2,0.006116208, Windows XP SP2 or Windows Vista SP1                     , AMD Athlon 64x2 4400+ or any Intel Core 2 Duo                     , 2 GB RAM (XP and Vista)                     ," A 256MB Video Card (Shader Model 3) - Nvidia GeForce 7800 GT / ATI X1900, or equivalent                     Hard Drive: 6.5 GB of uncompressed Hard Drive space",,,,,2,1,6.5,GEFORCE 7800 ,1.31,DUO,36.6
